"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","rt","stimulus","response","question_order"
"true","false","[]","[]","[]","preload","0","411","0.0-0.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","","","",""
"true","","","","","fullscreen","1","9898","0.0-1.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","","","",""
"","","","","","survey-likert","142","1702852","0.0-15.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","36813","","{""sdo1"":5,""sdo16"":6,""sdo10"":5,""sdo5"":4,""sdo2"":4,""sdo6"":5,""sdo11"":5,""sdo3"":4,""sdo9"":5,""sdo12"":6,""sdo14"":5,""sdo13"":4,""sdo15"":3,""sdo7"":4,""sdo8"":5,""sdo4"":6}","[0,15,9,4,1,5,10,2,8,11,13,12,14,6,7,3]"
"","","","","","html-button-response","143","1704386","0.0-16.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","1527","<p><strong>Please indicate the extent you agree with the following statements.</strong></p><strong><p> (1 = ""Strongly Disagree"" to 5 = ""Srongly Agree"") </strong></p>","0",""
"","","","","","survey-likert","144","1726420","0.0-17.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","22028","","{""caring1"":3,""liking1"":3,""caring2"":4,""protection1"":3,""liking2"":4,""caring3"":3,""protection2"":2,""liking3"":3,""protection3"":4,""caring4"":3,""liking4"":2,""protection4"":3,""caring5"":4,""liking5"":3,""protection5"":2}","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14]"
"","","","","","html-button-response","145","1727738","0.0-18.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","1311","<p><strong>Please imagine spercific situations involving children below, and rate the amount of tenderness you would feel in each situation. </strong></p><p><strong> (Ternderness is ""a warm, gentle feeling of sympathetic affection."") </strong></p><strong><p> (1 = ""No tenderness at all"" to 5 = ""A lot of tenderness"") </strong></p>","0",""
"","","","","","survey-likert","146","1751268","0.0-19.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","23524","","{""tenderness-positive1"":3,""tenderness-negative1"":4,""tenderness-negative2"":3,""tenderness-positive2"":3,""tenderness-positive3"":4,""tenderness-negative3"":3,""tenderness-positive4"":3,""tendereness-negative4"":4,""tendernness-negative5"":3,""tenderness-positive5"":2}","[0,1,2,3,4,5,6,7,8,9]"
"","","","","","survey-multi-choice","147","1759259","0.0-20.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","7984","","{""Attention2"":""Other""}","[0]"
"","","","","","html-button-response","148","1760667","0.0-21.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","1401","<p><strong>Please indicate the extent you agree with the following statements.</strong></p>","0",""
"","","","","","survey-likert","149","1805574","0.0-22.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","44900","","{""Nation4"":3,""Patri11"":4,""Nation1"":3,""Patri12"":4,""Patri8"":3,""Nation7"":2,""Nation5"":3,""Patri3"":4,""Patri9"":3,""Patri1"":2,""Patri5"":3,""Patri10"":4,""Patri4"":3,""Nation3"":3,""Nation6"":2,""Patri7"":1,""Patri6"":2,""Nation8"":3,""Patri2"":4,""Nation2"":3}","[15,10,12,11,7,18,16,2,8,0,4,9,3,14,17,6,5,19,1,13]"
"","","","","","html-button-response","150","1809412","0.0-23.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","3830","<p><strong>Please indicate the extent you agree with the following statements. </p><p>(1 = ""never or definitely no"" and 9 = ""always or definitely yes"".)</strong></p>","0",""
"","","","","","survey-likert","151","1839639","0.0-24.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","30220","","{""vc2"":6,""vc4"":7,""hi2"":8,""hc2"":7,""hc4"":7,""Robot2"":6,""hi1"":6,""hi3"":7,""vi1"":7,""hc1"":8,""vi3"":7,""vc1"":6,""hc3"":7,""vi4"":8,""hi4"":7,""vi2"":6,""vc3"":5}","[14,16,1,10,12,7,0,2,4,9,6,13,11,8,3,5,15]"
"","","","","","survey-text","152","1862589","0.0-25.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","22937","","{""ID"":""A16B7ZNV276IJA"",""Comments"":"" GOOD SURVEY ""}",""
"","","","","","html-button-response","153","1874621","0.0-26.0","39","1","2023-06-16 17:06:03","846205d480aaa49f22c83d5c8cececc8","207.135.205.91","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","WebKit","Chrome","109.0.0.0","Windows","6.3","12026","<p><strong>Congratulations! </strong> Your have finished all the survey. Thank you for your participation!</p><p><strong>Here is your complete token:</strong></p>5j98umra7wchxcobjizgkvlfe<p></p><p><strong>Please copy it to the mTurk page.</strong></p>","0",""
