subID,AttenCheck,Age,Gender,Nation,Race,Ses,low_PCF1,high_PCF1,low_PCF2,high_PCF2,low_PCF3,high_PCF3,low_PCF4,high_PCF4,low_PCF5,high_PCF5,low_PCF6,high_PCF6,low_PCF7,high_PCF7,low_PCF8,high_PCF8,low_PCM1,high_PCM1,low_PCM2,high_PCM2,low_PCM3,high_PCM3,low_PCM4,high_PCM4,low_PCM5,high_PCM5,low_PCM6,high_PCM6,low_PCM7,high_PCM7,low_PCM8,high_PCM8,low_tree1,high_tree1,low_tree2,high_tree2,low_tree3,high_tree3,low_tree4,high_tree4,low_tree5,high_tree5,low_tree6,high_tree6,low_tree7,high_tree7,low_tree8,high_tree8,low_tree9,high_tree9,low_tree10,high_tree10,low_tree11,high_tree11,low_tree12,high_tree12,low_tree13,high_tree13,low_tree14,high_tree14,low_tree15,high_tree15,low_tree16,high_tree16,PCF,PCF_low,PCF_high,PCM,PCM_low,PCM_high,tree,tree_low,tree_high,Face race,selection,RT_low_female1,RT_high_female1,RT_low_female2,RT_high_female2,RT_low_female3,RT_high_female3,RT_low_female4,RT_high_female4,RT_low_female5,RT_high_female5,RT_low_female6,RT_high_female6,RT_low_female7,RT_high_female7,RT_low_female8,RT_high_female8,RT_low_male1,RT_high_male1,RT_low_male2,RT_high_male2,RT_low_male3,RT_high_male3,RT_low_male4,RT_high_male4,RT_low_male5,RT_high_male5,RT_low_male6,RT_high_male6,RT_low_male7,RT_high_male7,RT_low_male8,RT_high_male8,RT_low_tree1,RT_high_tree1,RT_low_tree2,RT_high_tree2,RT_low_tree3,RT_high_tree3,RT_low_tree4,RT_high_tree4,RT_low_tree5,RT_high_tree5,RT_low_tree6,RT_high_tree6,RT_low_tree7,RT_high_tree7,RT_low_tree8,RT_high_tree8,RT_low_tree9,RT_high_tree9,RT_low_tree10,RT_high_tree10,RT_low_tree11,RT_high_tree11,RT_low_tree12,RT_high_tree12,RT_low_tree13,RT_high_tree13,RT_low_tree14,RT_high_tree14,RT_low_tree15,RT_high_tree15,RT_low_tree16,RT_high_tree16,RT_PCF,RT_PCF_low,RT_PCF_high,RT_PCM,RT_PCM_low,RT_PCM_high,RT_tree,RT_tree_low,RT_tree_high,Comments,workerID,Aggression,IRI,SDO,PCAT1,PCAT2,Nationalism,IC-hi,IC-vi,IC-hc,IC-vc
30,1,26,2,USA,White,8,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0.5625,0.5,0.625,0.375,0.375,0.375,0.4375,0.5,0.375,1,0,1163,1263,1055,3514,3528,1721,1055,1720,2657,1250,1452,3159,1206,1818,1506,1443,1128,1023,1246,1625,1420,3243,1425,1976,2106,2438,864,3222,7197,1281,928,1624,1725,1105,23078,1453,1896,1242,2106,1162,1060,1375,1357,5729,6673,1475,886,1939,1063,995,3208,1536,1324,1472,1240,3649,1185,1762,956,1900,1504,1056,6204,2677,1702.75,1986,1844.375,2039.25,2054,2046.625,3466.5625,1907.9375,2687.25,GOOD,A3JWK1OWG3LKO6,20,,47,37,25,39,20,22,20,24
31,1,28,1,American,White,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0.59375,0.1875,1,1,0,4656,1727,1425,1168,1698,1288,1837,3319,1774,1048,1178,1390,1354,1369,2080,1265,1671,10010,1163,1092,1332,1518,1050,1701,2837,2104,1280,2502,1420,11705,1654,1427,2060,1985,5238,1617,3889,1755,2210,1933,1306,1413,2205,2634,2849,1553,1189,1151,1479,1633,1225,1772,1685,19754,3655,2682,4856,3253,1201,5008,1489,3102,1284,1424,2000.25,1571.75,1786,1550.875,4007.375,2779.125,2363.75,3291.8125,2827.7812,This was very well-designed.,A11LL3J3YSXB4U,4,,3,29,22,36,26,0,20,20
32,1,32,1,usa,American Indian or Alaska Native,7,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0.6875,0.75,0.625,0.5625,0.75,0.375,0.40625,0.4375,0.375,1,0,2105,992,666,2450,704,190,2353,705,10318,1102,119438,20224,1399,624,2923,1448,3176,1372,714,10977,1208,1281,1311,2218,553,1968,293612,2778,2452,1225,2181,2587,824,399,1337,1666,6738,45876,2077,1345,478,388,441,879,1425,4420,1719,867,623,813,1674,4628,482,389,2706,1433,523,800,2090,593,2988,1257,3455,5068,17488.25,3466.875,10477.5625,38150.875,3050.75,20600.8125,1848.75,4426.3125,3137.5312,good,A1DKBHRMJKQSMU,23,,51,35,31,39,29,27,23,27
33,0,25,2,American,White,9,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0.1875,0.125,0.25,0.125,0,0.25,0.90625,0.875,0.9375,1,0,1762,1360,34802,1843,2939,17642,9452,1431,1329,1389,1608,5489,1704,1210,70103,1166,1658,817,7465,38046,927,41808,1072,3533,1367,786,639,25225,928,2998,285959,1152,856,1333,1643,25234,1801,122316,1847,1803,820,1369,1389,5346,964,1543,1959,16208,2700,1346,866,930,2064,1525,3096,12498,610,1506,650,852,1290,3701,2308,12190,15462.375,3941.25,9701.8125,37501.875,14295.625,25898.75,1553.9375,13106.25,7330.0938,The study was good,AM37KSR9W7MV2,14,,43,26,26,38,26,22,27,19
34,1,24,1,American,White,8,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.5625,0.625,0.5,0.625,0.625,0.625,0.84375,0.875,0.8125,1,0,1282,667,496,1744,1067,1184,1877,2266,1439,459,1414,434,2911,1537,234,1217,62,1921,2202,2788,345,1838,89,874,6694,125,223,295,566,1549,766,1299,433,609,537,3135,1161,2929,815,218,853,1199,360,2661,968,589,183,656,1554,521,1248,1607,925,698,1128,253,523,301,2177,1771,675,1312,663,319,1340,1188.5,1264.25,1368.375,1336.125,1352.25,887.6875,1173.625,1030.6562,Good,A2FUFL66YEHXZR,25,,50,30,30,34,27,27,25,23
35,0,25,2,american,White,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0.25,0.375,0.125,0,0,0,0.625,0.75,0.5,1,0,1553,2373,1940,2517,1912,1951,1509,2680,1628,2179,2094,1393,1488,1259,1423,1331,2543,1554,2930,1360,1677,2201,1439,21060,2031,1988,3380,8425,38936,1582,1357,1433,1585,1150,1221,2148,1593021,1950,1403,1400,1419,1598,1654,38954,1099,1705,1454,1982,16196,1335,1498,1806,5530,1363,1315,1970,2691,1763,1772,1574,1977,3253,2840,2068,1693.375,1960.375,1826.875,6786.625,4950.375,5868.5,102292.1875,4126.1875,53209.1875,INTERESTING,A3MCBUK7K3KO27,21,,48,37,31,32,26,23,27,25
36,1,30,1,white,White,6,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0.625,0.625,0.625,0.5625,0.75,0.375,0.6875,0.75,0.625,1,0,527,56666,3424,1585,269,12562,364,681,1746,162,361,333,221,311,233,1768,2595,269,1174,785,343,8270,663,5639,12143,795,610,531,2380,745,1386,515,14947,179,1955,3010,3349,468,410,1537,1048,11349,596,1217,865,2122,1545,675,209,742,1662,213,1143,5266,7854,513,1384,815,975,223,149,2451,702,483,893.125,9258.5,5075.8125,2661.75,2193.625,2427.6875,2424.5625,1953.9375,2189.25,GOOD,A24WNH0XRGDD6R,18,,49,33,21,39,23,24,21,26
37,1,24,1,USA,White,8,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0.6875,0.625,0.75,0.75,0.625,0.875,0.8125,0.8125,0.8125,1,0,559,1177,601,908,993,673,525,647,668,521,660,1081,710,967,558,461,943,563,1140,773,542,882,408,701,621,641,1118,940,395,777,341,697,377,746,635,411,480,627,441,667,943,720,622,541,772,786,515,698,1094,440,831,1597,745,400,474,745,681,637,522,569,1339,659,507,736,659.25,804.375,731.8125,688.5,746.75,717.625,686.125,686.1875,686.1562,nothing,A2UGQ85W3M5YU2,29,,44,32,31,36,23,28,30,30
38,1,30,1,American,White,7,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0.3125,0.25,0.375,0.625,0.625,0.625,0.3125,0.3125,0.3125,1,0,107,140,363,104,332,161,143,274,144,172,245,329,126,300,480,1560,291,299,978,111,209,294,287,1033,298,212,1492,344,331,309,258,301,167,324,193,152,169,285,8616,387,279,323,201,308,221,273,262,323,415,254,311,252,314,298,191,327,85687,274,186,192,221,272,225,298,242.5,380,311.25,518,362.875,440.4375,6103.625,283.875,3193.75,good,A18FA6FOZHPGDN,24,,44,36,31,37,26,25,27,26
39,0,30,1,USA,White,7,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0.75,0.875,0.625,0.5,0.375,0.625,0.65625,0.625,0.6875,1,0,1266,1302,5413,852,544,1185,830,2185,654,1268,1361,1886,835,1014,764,1841,1163,852,1131,1446,517,953,2115,1743,571,632,784,758,604,805,722,773,1363,1259,422,1089,2956,957,3103,1546,2054,3606,586,988,1089,1526,768,969,4306,2667,2320,993,935,863,1678,1141,812,1444,1407,1187,1320,1182,2357,2102,1458.375,1441.625,1450,950.875,995.25,973.0625,1717.25,1469.9375,1593.5938,GOOD,A1EO7HD58BQXC4,29,,51,39,34,34,27,27,25,27
40,1,22,1,USA,White,9,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0.6875,0.375,1,0.875,0.875,0.875,0.6875,0.6875,0.6875,1,0,683,503,534,698,933,752,608,816,712,927,573,296,695,733,990,348,248,682,433,1344,390,333,1280,1090,686,358,237,741,642,239,675,1570,667,607,718,535,290,634,705,506,584,633,1118,1185,1225,2733,663,652,788,1019,979,992,1233,418,281,670,971,7471,285,1419,392,776,1243,514,716,634.125,675.0625,573.875,794.625,684.25,758.875,1297.75,1028.3125,NOTHING,A1KMSB67R9CHJB,26,,49,37,33,33,26,30,26,31
41,0,27,1,USA,White,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0.0625,0,0.125,0.96875,1,0.9375,1,0,1128,2833,19268,2171,1268,7827,2564,1256,1808,1392,1819,1591,1566,1839,1161,1282,5000,3227,1481,1418,955,1488,1600,6371,2981,9087,3935,1752,102467,1704,1725,2335,1068,1728,1937,3728,2505,2124,1595,242539,1260,3497,3612,2044,3601,1691,1964,2115,1825,3209,1504,7392,1739,17097,6272,1749,1211,19007,5521,1512,2984,2009,1738,1250,3822.75,2523.875,3173.3125,15018,3422.75,9220.375,2521,19543.1875,11032.0938,GOOD,A3ETEPWQCD8FPY,30,,39,31,33,38,27,27,31,30
42,1,32,1,usa,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,6690,2731,2735,2241,1848,14853,2695,7391,2372,1792,3097,2341,2445,2832,2494,3192,5173,3237,2321,1929,7282,10545,3447,11013,1049730,3037,2254,3556,2479,2755,1925,3905,4076,50553,3684,4256,4842,1990,9962,2145,3395,3723,2935,2293,3027,4347,2398,7059,56683,2494,3072,3829,15264,3855,6011,3669,2246,3068,3225,1814,2285,3813,2759,14057,3047,4671.625,3859.3125,134326.375,4997.125,69661.75,7866.5,7060.3125,7463.4062,good,A2L2UA5B62ZJ5O,26,,51,33,31,35,26,29,30,27
43,1,30,1,American,White,8,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0.5625,0.5,0.625,0.6875,0.625,0.75,0.75,0.75,0.75,1,0,346,1368,4193,1546,1201,525,539,1202,610,1250,469,863,8399,1128,444,3487,25104,3680,2855,4487,4799,580,1490,2481,2090,3441,843,396,921,1185,4667,1426,4953,3521,156,628,2244,2610,610,2322,3348,8035,866,637,794,2103,515,1424,983,394,1078,482,3051,445,3478,9902,638,5306,1363,237,2132,739,282,6122,2025.125,1421.125,1723.125,5346.125,2209.5,3777.8125,1655.6875,2806.6875,2231.1875,good,A2FWGQG8R251JH,22,,43,36,35,33,29,25,25,29
44,1,24,1,WHITE,White,10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,1,0.875,0.9375,1,0.875,1,1,1,1,0,224,250,458,345,346,215,327,1230,289,193,272,205,250,1284,130,576,179,937,138,258,354,439,135,234,195,266,179,194,236,201,233,367,312,291,228,241,236,448,210,312,166,304,248,883,1200,281,258,138,332,1563,508,8977,1099,282,146,1017,274,9051,1163,295,1098,1270,306,129,287,537.25,412.125,206.125,362,284.0625,486.5,1592.625,1039.5625,GOOD,A2TEC1JFE61K2L,24,,46,35,25,45,25,24,24,26
45,1,23,1,american,White,7,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0,1,0.5,0,1,1,1,1,1,0,1924,1358,1468,1975,2783,1738,2318,1153,2399,7494,1745,1232,1435,1410,1867,1364,1575,1305,2440,2256,2185,1520,1875,1823,1575,1557,2479,1036,17985,1220,2050,5355,897,1261,1187,914,1562,1306,1085,1045,1096,1077,1181,1874,927,2824,1450,1295,27699,1028,1121,1300,824,2053,1371,1339,1054,982,1144,4450,1111,1481,1316,1588,1992.375,2215.5,2103.9375,4020.5,2009,3014.75,2814.0625,1613.5625,2213.8125,good experiment,A3LXCMY8L2JOA3,20,,50,32,19,42,20,19,20,19
46,1,23,1,American,White,6,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.625,1,0.25,0.5,1,0,1,1,1,1,0,2772,35964,1702,2322,5211,2364,2445,2979,1752,5174,2785,3079,1869,2898,2130,1600,2026,4130,1686,2292,3029,7178,1334,2456,2400,3246,2090,2043,2693,6478,2493,2158,1661,4806,1721,1886,2419,6010,9671,5645,1884,1212,1410,2710,1810,1194,1754,1427,1449,3316,1127,2546,1380,2801,1197,1850,4785,1363,3382,2513,4691,8231,1328,1872,2583.25,7047.5,4815.375,2218.875,3747.625,2983.25,2604.3125,3086.375,2845.3438,Good,A1TMBU6LX5UNIC,24,,45,32,25,39,21,22,21,24
47,1,24,1,WHITE,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,1,0.875,1,1,1,1,0,542,1352,139,902,304,363,481,247,943,192,408,343,929,1405,288,184,910,240,198,1035,143,477,652,529,891,143,995,341,1410,182,250,1921,224,311,373,325,199,278,1662,328,649,661,113,464,117,170,472,2024,229,845,168,295,326,250,271,237,1663,73,120,2143,265,385,308,745,504.25,623.5,563.875,681.125,608.5,644.8125,447.4375,595.875,521.6562,GOOD,A2QO2K51UYQO36,22,,51,36,25,34,27,25,25,25
48,1,24,1,white,White,9,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0.9375,1,0.875,0.875,1,0.75,0.875,0.875,0.875,1,0,3480,324,757,3460,1402,333,283,814,703,697,494,773,365,574,743,691,1112,1093,671,364,759,661,535,765,554,484,1163,569,508,868,914,853,6481,504,1083,516,1192,1102,765,510,592,796,782,495,666,705,515,1335,14164,1175,506,675,2030,754,476,616,761,564,289,727,1725,362,691,652,1028.375,958.25,993.3125,777,707.125,742.0625,2044.875,718,1381.4375,GOOD,AKLUSDCQMH4D4,21,,49,32,26,35,27,26,26,26
49,0,27,2,USA,White,10,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0.875,0.75,1,0.8125,0.625,1,0.65625,0.625,0.6875,1,0,874,91,971,1454,411,1275,2033,269,852,793,147,110,292,2811,222,118,754,874,3813,963,194,1174,629,16725,824,1437,2053,230,110,251,198,1495,875,14994,91,874,905,370,538,220,871,350,111,211,1822,1613,193,1653,892,967,2212,310,744,472,2531,412,455,1982,1918,410,1284,16091,751,208,725.25,865.125,795.1875,1071.875,2893.625,1982.75,1012.0625,2571.0625,1791.5625,none,A2KKTH04PFDLLF,32,,48,44,40,32,32,32,32,32
50,0,25,2,USA,White,7,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.375,0,0.75,0.5,0,1,1,1,1,1,0,6854,1768,8199,1397,1635,7332,1892,3954,16170,1809,9192,3878,4410,4377,2629,1595,1663,2025,1840,11370,1958,2389,2130,40257,1860,3058,2926,16027,5315,1608,7873,1337,3184,1494,1321,1020,2557,24642,1354,1164,10851,1594,1267,954,1325,2756,1846,2239,1881,1702,1540,2173,984,1710,899863,4686,1053,1025,1117,7706,1337,1511,2081,1114,6372.625,3263.75,4818.1875,3195.625,9758.875,6477.25,58347.5625,3593.125,30970.3438,Good Survey,A26DX5C2CN723R,21,,46,31,19,35,21,22,23,20
51,1,26,2,USA,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0625,0,0.125,1,0,1105,1296,1224,888,1107,1091,948,1255,1315,908,1124,1433,2100,128927,974,724,1698,897,1083,1027,859,14268,1023,1010,3251,1226,7854,1625,1390,1027,827,872,1458,1489,1368,1161,1198,1281,1433,899,1711,27315,939,1491,9213,656,1659,1424,1365,48466,1122,1997,718,1297,1025,1770,1371,1093,1075,1492,1002,1439,1178,890,1237.125,17065.25,9151.1875,2248.125,2744,2496.0625,1739.6875,5885,3812.3438,GOOD,A1G1V9N0WVGQBH,20,,48,31,25,36,21,19,17,22
52,1,26,2,USA,White,8,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0.625,0.625,0.625,0.4375,0.5,0.375,0.25,0.3125,0.1875,1,0,1057,2049,1035,1394,1502,6084,1436,1427,1660,1401,1459,1777,1490,1025,6420,1205,779,1147,1270,20793,1634,1313,1803,2466,3026,1859,1152,1532,1740,1227,1323,3163,1408,1048,1929,1352,2018,1004,907,979,2256,931,1203,1091,1051,19753,1627,1961,1628,1188,1976,1483,1705,1251,1456,923,1250,1004,683,1136,8793,892,1242,1049,2007.375,2045.25,2026.3125,1590.875,4187.5,2889.1875,1945.75,2315.3125,2130.5312,GOOD,A9ITLUKISBA1V,23,,50,30,26,36,23,20,22,21
53,1,24,1,American,White,8,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0.5625,0.5,0.625,0.6875,0.75,0.625,0.75,0.8125,0.6875,1,0,1339,1154,1339,2551,2396,104,296,1328,258,747,472,2411,24674,168,1233,401,833,1335,970,98,683,1082,1587,360,1604,849,1377,16114,89,95,3627,3736,867,12026,735,822,1009,964,953,3610,958,11493,1058,532,725,858,842,147,1672,1698,1002,1029,758,215,771,1231,1700,160,9497,117,1835,336,1042,1580,4000.875,1108,2554.4375,1346.25,2958.625,2152.4375,1589,2301.125,1945.0625,Good,AVN3UDFOR662D,21,,51,36,33,44,30,28,25,29
54,0,35,2,USA,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,881,894,396,1304,650,847,824,818,305,1066,994,544,553,1255,875,657,841,682,719,3809,891,850,462,1770,890,560,932,799,701,780,1238,640,6728,840,1356,676,3628,592,572,955,774,1160,826,1421,742,417,765,1147,138,770,696,497,854,532,1039,886,754,924,183,956,3561,906,1962,798,684.75,923.125,803.9375,834.25,1236.25,1035.25,1536.125,842.3125,1189.2188,,A3DNB1B2PF702E,19,,48,31,23,38,18,19,18,18
55,1,30,1,AMRICAN,White,6,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0.5625,0.5,0.625,0.5,0.625,0.375,0.59375,0.75,0.4375,1,0,100,6268,209,157,238,451,140,413,284,1439,745,297,331,370,593,305,299,1321,2834,7361,514,378,218,240,325,240,242,2044,484,259,547,307,202,721,742,1057,610,216,310,147322,601,233,268,339,162,219,282,417,162,483,201,137,1929,426,260,791,1121,546,458,315,129,187,271,269,330,1212.5,771.25,682.875,1518.75,1100.8125,481.75,9604.875,5043.3125,GOOD,A1TYJL96F3IJI6,23,,50,32,31,30,29,26,30,30
56,0,23,2,US,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,859,1600,1683,1738,48211,1413,2208,995,1793,2070,1448,1315,990,860,1330,1475,764,1324,1995,950,820,2595,766,1266,1552,1871,1627,1047,1271,1623,983,1451,1593,2001,1877,1157,1553,866,742,797,1277,2374,1274,1412,1458,1650,833,1024,849,2048,863,1605,4546,975,1413,1598,953,1641,1405,4073,2031,1482,1425,905,7315.25,1433.25,4374.25,1222.25,1515.875,1369.0625,1505.75,1600.5,1553.125,good,A21RKTKODVYUU4,28,,50,37,35,32,30,29,28,28
57,1,23,2,usa,White,10,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0.8125,0.875,0.75,0.5625,0.5,0.625,0.84375,0.8125,0.875,1,0,4997,999,281,6484,201,804,707,2065,266,1299,857,1675,8946,1332,1034,780,156,432,2058,603,4256,283,1122,1298,514,3267,2051,2929,2543,1888,761,3671,846,1097,12049,4403,934,3569,15805,801,903,177,680,1120,1693,3626,2611,1061,4083,725,880,2169,268,1042,3444,644,264,919,361,491,3728,1364,1771,4133,2161.125,1929.75,2045.4375,1682.625,1796.375,1739.5,3145,1708.8125,2426.9062,good,A2LNVRMKZ2KWCR,26,,48,38,37,32,31,31,28,31
58,1,32,1,usa,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AllLaunch,3986,22936,4090,3898,2546,768,2442,2997,2247,1103,2395,8395,1787,1859,2955,2507,969,2858,2914,6595,3787,2738,3874,4793,1114,1281,3028,4740,974,2836,3235,1002,1738,1248,29674,2464,7992,1413,3146,56699,2915,1053790,2865,2202,1048,9443,3002,3304,1418,1695,1943,2504,1671,2365,1970,2508,2747,3024,162059,1122,6588,786,2337,1444,2806,5557.875,4181.9375,2486.875,3355.375,2921.125,14569.5625,71625.6875,43097.625,good,A294C3NQHIOI8K,10,,52,34,28,32,19,28,26,24
59,0,24,2,US,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1820,1627,1243,1705,1483,70751,2833,1482,2271,1377,1944,1897,1793,3242,3146,1688,1035,788,1710,824,1523,2248,1204,1639,1361,1745,1800,1309,1459,2441,1259,844,1651,1806,1847,10258,1535,1370,1312,12873,1987,2202,28096,1404,1482,1713,1689,1546,1001,1505,1453,1517,1782,1809,1464,2432,1904,13689,1684,2296,1947,1385,1617,1664,2066.625,10471.125,6268.875,1418.875,1479.75,1449.3125,3278.1875,3716.8125,3497.5,Good,ANV82ST8QDXV9,28,,50,38,31,36,22,25,24,26
