subID,AttenCheck,Age,Gender,Nation,Race,Ses,low_PFF1,high_PFF1,low_PFF2,high_PFF2,low_PFF3,high_PFF3,low_PFF4,high_PFF4,low_PFF5,high_PFF5,low_PFF6,high_PFF6,low_PFF7,high_PFF7,low_PFF8,high_PFF8,low_PFM1,high_PFM1,low_PFM2,high_PFM2,low_PFM3,high_PFM3,low_PFM4,high_PFM4,low_PFM5,high_PFM5,low_PFM6,high_PFM6,low_PFM7,high_PFM7,low_PFM8,high_PFM8,low_tree1,high_tree1,low_tree2,high_tree2,low_tree3,high_tree3,low_tree4,high_tree4,low_tree5,high_tree5,low_tree6,high_tree6,low_tree7,high_tree7,low_tree8,high_tree8,low_tree9,high_tree9,low_tree10,high_tree10,low_tree11,high_tree11,low_tree12,high_tree12,low_tree13,high_tree13,low_tree14,high_tree14,low_tree15,high_tree15,low_tree16,high_tree16,PFF,PFF_low,PFF_high,PFM,PFM_low,PFM_high,tree,tree_low,tree_high,Face race,selection,RT_low_female1,RT_high_female1,RT_low_female2,RT_high_female2,RT_low_female3,RT_high_female3,RT_low_female4,RT_high_female4,RT_low_female5,RT_high_female5,RT_low_female6,RT_high_female6,RT_low_female7,RT_high_female7,RT_low_female8,RT_high_female8,RT_low_male1,RT_high_male1,RT_low_male2,RT_high_male2,RT_low_male3,RT_high_male3,RT_low_male4,RT_high_male4,RT_low_male5,RT_high_male5,RT_low_male6,RT_high_male6,RT_low_male7,RT_high_male7,RT_low_male8,RT_high_male8,RT_low_tree1,RT_high_tree1,RT_low_tree2,RT_high_tree2,RT_low_tree3,RT_high_tree3,RT_low_tree4,RT_high_tree4,RT_low_tree5,RT_high_tree5,RT_low_tree6,RT_high_tree6,RT_low_tree7,RT_high_tree7,RT_low_tree8,RT_high_tree8,RT_low_tree9,RT_high_tree9,RT_low_tree10,RT_high_tree10,RT_low_tree11,RT_high_tree11,RT_low_tree12,RT_high_tree12,RT_low_tree13,RT_high_tree13,RT_low_tree14,RT_high_tree14,RT_low_tree15,RT_high_tree15,RT_low_tree16,RT_high_tree16,RT_PFF,RT_PFF_low,RT_PFF_high,RT_PFM,RT_PFM_low,RT_PFM_high,RT_tree,RT_tree_low,RT_tree_high,Comments,workerID,Aggression,IRI,SDO,PCAT1,PCAT2,Nationalism,IC-hi,IC-vi,IC-hc,IC-vc
100,1,24,1,usa,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,3382,147,362,477,202,882,358,12034,603,407,129,633,932,184,50,412,135,376,319,312,459,187,376,609,276,353,250,877,18120,500,5942,988,1030,10793,659,1457,183,798,421,300,1015,381,97,1316,216,1693,241,160,170,219,215,197,504,4405,724,5291,1790,214,109653,126,135,156,17540,1661,752.25,1897,1324.625,3234.625,525.25,1879.9375,8412.0625,1822.9375,5117.5,good,AMB63DUJ10ETU,26,,42,31,27,40,25,28,27,26
101,1,25,1,USA,White,10,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0.75,1,0.5,0.625,0.75,0.5,0.78125,0.75,0.8125,2,0,448,99,2000,1296,788,953,970,1340,475,512,1154,232,911,259,424,2129,768,15138,776,419,456,593,1122,116,184,381,427,8964,441,762,7578,393,84699,140,341,347,899,483,2183,3247,317,1316,537,1144,1016,268,842,709,346,535,459,410,770,304,1587,825,249,327982,565058,944,824,261,704,1134,896.25,852.5,874.375,1469,3345.75,2407.375,41301.9375,21253.0625,31277.5,GOOD,A1IBW88IL05ZN4,25,,48,37,32,29,28,29,30,28
102,0,25,2,US Citizen,White,9,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,1,0.875,1,1,1,0,0,0,2,0,1487,1391,1184,1839,1768,2048,1186,1361,1417,2072,1537,4361,1514,1319,1433,43884,2035,1579,1558,1308,1625,1539,1346,1492,1487,1195,1186,1541,1395,1338,1396,1938,2480,5648,1712,1355,1476,1760,1612,1435,1812,1204,1597,1835,1643,1257,1456,1576,1715,1498,1530,12207,1584,2032,1453,1880,7307,1370,1323,1264,2365,1577,7329,1440,1440.75,7284.375,4362.5625,1503.5,1491.25,1497.375,2399.625,2458.625,2429.125,Good,A1DSTEMIR0GADC,17,,31,42,24,39,25,27,27,29
103,1,24,1,white,White,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0.125,0.25,0,0.9375,0.875,1,2,0,1965,1108,1251,937,28908,1112,2302,2462,997,987,1069,32422,1018,774,986,997,745,1426,1537,942,969,884,1434,1246,1228,1483,1723,1117,1059,1371,1124,852,855,1156,3692,804,1104,1047,2212,1219,901,4330,1155,1683,846,851,1472,1193,941,1757,657,938,1213,5038,1584,2886,1214,1245,1031,836,916,884,716,1099,4812,5099.875,4955.9375,1227.375,1165.125,1196.25,1281.8125,1685.375,1483.5938,GOOD,A3FDT194H8DWFN,25,,46,37,29,36,25,26,28,27
104,1,26,1,USA,White,10,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.875,0.875,0.875,0.75,0.75,0.75,0.875,0.875,0.875,2,0,391,225,464,116,717,313,436,522,386,549,451,217,163,827,595,332,333,685,6403,227,215,1182,3449,446,572,269,288,436,546,418,353,321,16027,177,387,3836,1131,334,261,793,2391,339,675,2475,1283,163,840,10954,127,346,1899,402,243,5220,6569,389,3161,308,1074,6040,497,267,216,105415,450.375,387.625,419,1519.875,498,1008.9375,2298.8125,8591.125,5444.9688,GOOD,A379YY019AAVVH,28,,46,35,36,31,31,32,31,31
105,1,25,1,white,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,265,135,190,160,266,289,209,277,289,246,262,193,239,211,349,281,258,250,285,290,295,273,244,349,108,823,270,192,747,204,357,263,303,319,221,206,268,255,261,275,298,106,384,273,251,231,225,173,298,1884,322,686,45349,94,328,102,212,219,243,266,241,210,169,319,258.625,224,241.3125,320.5,330.5,325.5,3085.8125,351.125,1718.4688,GOOD,AJFUOYHZGT4D9,28,,49,38,34,33,28,26,27,28
106,1,24,1,WHITE,White,10,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0.1875,0.125,0.25,0.125,0.125,0.125,0.84375,0.875,0.8125,2,0,1140,1262,305,1076,1034,1815,484,657,1771,338,743,423,980,658,946,779,768,7564,643,408,1535,477,942,1148,848,1195,996,938,874,1098,1024,2023,681,1818,727,4340,1153,4416,952,94743,1679,472,344,971,1320,1028,1128,970,630,1542,1067,338,1636,10101,1218,412,2454,1093,701,295,510,482,1246,617,925.375,876,900.6875,953.75,1856.375,1405.0625,1090.375,7727.375,4408.875,GOOD,A1VMFDI4QPI0A8,22,,45,33,27,42,25,24,26,25
107,0,25,2,USA,White,7,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0.875,0.875,0.875,0.5625,0.75,0.375,0.8125,0.875,0.75,2,0,2105,8095,4094,3265,4063,2465,10045,3104,17985,4985,4084,15426,2413,10524,13326,3504,8105,7803,2163,7676,2764,3264,2632,3542,2342,3275,3344,2495,8696,2503,4284,3689,2243,3084,3154,3611,3554,3543,2552,2905,4463,2903,2356,2864,3444,4866,10025,36265,2415,2876,2424,8584,4834,2905,7854,3552,3005,3955,2354,3620,2063,4753,2455,3546,7264.375,6421,6842.6875,4291.25,4280.875,4286.0625,3699.6875,5864.5,4782.0938,GOOD,ANFDWCPZMDTF1,22,,43,34,28,37,24,24,24,24
108,1,21,1,WHITE,White,9,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0.625,0.375,0.875,0.75,0.875,0.625,0.75,0.625,0.875,2,0,731,273,784,434,1411,259,470,790,404,287,1738,521,517,298,940,769,757,816,1170,169,205,700,1431,225,212,106,652,1776,519,730,212,298,136,1386,356,84,151,388,160,847,322,199,708,938,238,899,345,296,1140,482,807,266,1892,310,754,174,295,397,1186,95,528,362,132,128,874.375,453.875,664.125,644.75,602.5,623.625,571.875,453.1875,512.5312,GOOD,A27Y9S88IZRXWR,25,,50,34,29,36,28,30,27,27
109,1,24,1,usa,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,609,5696,344,1068,94,5787,5308,170,469,568,415,265,1394,14053,184,259,1487,266,1229,135,2385,4258,235,217,548,17586,405,2223,4383,711,148,7981,145,127,496,200,7482,310,169,494,274,2427,2003,663,214,194,308,968,252,156,146,168,322,2085,992,209,319,772,304,234,216,1798,172,19961,1102.125,3483.25,2292.6875,1352.5,4172.125,2762.3125,863.375,1922.875,1393.125,good,A3A0175Q2WY6OC,22,,51,33,28,38,25,28,27,28
110,1,30,1,AMERICAN,White,7,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,1,0.875,1,1,1,0,0,0,2,0,1511,995,77305,893,3088,1827,1037,1018,2284,1649,2016,1274,1563,1383,925,3794,1402,21344,1424,1626,1591,1066,2378,72906,1485,1271,8620,1912,1826,1058,1419,1667,1163,4626,1258,1990,2106,1731,16578,1626,1019,2849,1087,1471,4553,2483,1353,1609,1106,1937,1125,1530,1898,1440,1040,1322,2070,1919,1789,1539,1296,1856,10874,1305,11216.125,1604.125,6410.125,2518.125,12856.25,7687.1875,3144.6875,1952.0625,2548.375,GOOD,A34S4NIN4XOXWI,29,,48,30,31,33,27,26,27,28
111,0,25,1,USA,White,8,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.5625,0.125,1,0.8125,0.625,1,0.96875,0.9375,1,2,0,1706,2410,1693,1573,2448,1600,1523,1016,1445,721,1994,4145,1643,755,1708,1286,2152,834,1211,1860,1108,1107,963,6060,779,1421,3021,2035,1586,2513,1681,17333,1160,1724,799,692,842,746,3490,1026,1756,1005,761,668,1269,818,992,786,1227,1334,3580,1484,2247,712,1271,676,842,1073,745,714,3069,1782,872,653,1770,1688.25,1729.125,1562.625,4145.375,2854,1557.625,993.3125,1275.4688,GREAT,A3BCZUIKWTGY29,23,,51,35,27,36,24,25,27,27
112,1,23,1,white,White,10,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.875,0.75,1,0.875,0.875,0.875,0.9375,0.9375,0.9375,2,0,537,777,195,190,760,489,308,1358,801,505,252,849,243,1483,79584,265,257,265,1415,89,314,498,906,156,176,870,307,281,90,147,106,241,338,354,922,4988,273,75,1289,225,473,1056,141,705,242,171,275,1421,131,276,971,228,1159,704,267,73,1166,1836,330,10991,106,84,187,218,10335,739.5,5537.25,446.375,318.375,382.375,516.875,1462.8125,989.8438,GOOD,A1JLOOA0J2FU7R,23,,49,32,28,35,26,25,26,27
113,1,24,1,american,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96875,1,0.9375,2,0,211,541,287,420,179,214,216,1256,114,257,321,235,280,238,215,212,244,187,356,236,343,805,334,128,268,2139,152,294,1401,305,154,292,204,528,418,189,2034,196,227,193,371,213,129,279,498,235,174,228,201,165,237,2544,100,196,201,189,169,7030,560,2445,216,226,747,113,227.875,421.625,324.75,406.5,548.25,477.375,405.375,935.5625,670.4688,good,A3QYOCTRIC06PU,17,,49,34,21,34,12,19,19,12
114,1,24,1,american,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,232,262,182,218,1396,905,287,143,225,244,172,347,329,262,276,292,187,168,194,289,289,99,203,193,251,300,337,125,402,498,233,577,160,393,172,242,270,175,169,414,334,219,345,284,258,293,257,250,163,322,224,298,123,570,84,160,297,172,153,179,8296,202,265,2570,387.375,334.125,360.75,262,281.125,271.5625,723.125,421.4375,572.2812,good,AYMMESIALV9OK,20,,50,18,15,43,5,11,14,6
115,0,25,1,USA,White,6,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5625,0.125,1,0.625,0.25,1,1,1,1,2,0,976,2474,2421,2109,2011,1582,3250,655,1995,2624,9729,2643,12101,12963,2288,1748,26937,2498,9208,1789,22215,1862,2424,2977,2655,1722,25472,1504,4274,2491,1816,1803,846,1249,1653,1220,812,932,3987,844,1553,1563,4478,1323,1995,2051,1636,2156,25898,2131,2097,914,2518,1391,4548,1615,841,780,1116,1270,1935,1933,963,1680,4346.375,3349.75,3848.0625,11875.125,2080.75,6977.9375,3554.75,1440.75,2497.75,GOOD,A7MB4R4SHY3E4,25,,45,38,24,35,26,27,26,25
116,1,30,1,AMERICAN,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,2,0,1054,2475,3970,1505,788,843,1409,1224,1714,8388,1081,1636,81578,1952,1323,1487,1831,2328,907,792,2801,1436,1127,1416,4143,4827,1006,1457,1372,1322,1168,1425,1400,1008,1691,1988,1379,941,1433,1404,1430,1235,1841,1318,1699,1256,1547,10423,1191,929,1485,1384,994,7570,1602,1250,980,1737,1557,4953,998,1204,2268,1204,11614.625,2438.75,7026.6875,1794.375,1875.375,1834.875,1468.4375,2487.75,1978.0938,good,A2BCMPNC9JAWDB,25,,57,34,33,41,28,30,28,29
117,1,24,2,American,White,5,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.75,0.75,0.75,0.6875,0.75,0.625,0.1875,0.125,0.25,2,0,1261,866,1744,4535,2041,822,1721,1277,1032,2233,39144,1452,2224,1204,19185,7904,1505,2197,2315,1593,880,6673,1638,890,5893,1196,1849,7084,1474,1571,2637,3946,1285,1073,4189,4514,997,1470,1325,1271,1031,1746,1183,14332,1556,1669,1206,1995,1415,2024,1576,1575,1350,2565,843,4733,812,1211,1792,2318,2467,1996,16488,6334,8544,2536.625,5540.3125,2273.875,3143.75,2708.8125,2469.6875,3176.625,2823.1562,This survey was good....,AHXWDFECAC19R,24,,45,32,33,33,31,29,26,26
118,0,32,1,USA,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,1095,611,811,1183,834,361,735,753,1733,1937,591,826,1419,699,953,854,593,689,675,352,726,958,922,1042,407,742,824,714,439,733,263,858,778,875,632,877,1049,142788,741,890,621,601,435,2633,953,1125,653,735,2284,535,883,1013,742,920,777,1166,914,743,1204,553,745,827,808,3141,1021.375,903,962.1875,606.125,761,683.5625,888.6875,9963.875,5426.2812,IT IS GOOD,AFSL6T6N8LOI5,24,,48,31,28,32,22,26,25,25
119,1,26,1,USA,White,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0.84375,0.6875,1,2,0,2302,1805,1340,1066,1543,1939,1556,6476,1278,1670,1372,4224,1618,1459,1266,1849,1483,2762,2565,1302,2088,1122,2205,1217,1285,2332,1116,1795,1450,1641,1274,1128,1058,1738,1260,1240,4059,2142,1582,1142,3397,1113,1343,1484,2305,1553,1622,1477,1513,2104,1438,1120,1709,1145,1157,1731,1574,1102,2593,2040,1793,1080,1080,1062,1534.375,2561,2047.6875,1683.25,1662.375,1672.8125,1842.6875,1454.5625,1648.625,One of the matricies had 'does not describe me' on both sides.,A33ABWLYG0EN6W,11,,37,38,23,43,22,19,21,28
120,0,33,1,us,White,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,0.9375,0.9375,2,0,2107,1589,2252,2545,3873,2138,2596,2076,3384,2009,2236,1995,2069,2088,2622,1832,1603,1900,2119,6468,4120,2388,1668,1729,8489,2012,2475,2087,1689,1619,1705,2593,1646,1677,1829,2755,1744,7324,2283,2975,2360,5117,2128,1901,1360,1927,2103,1749,1570,3114,1716,2145,1805,3272,1796,1779,1922,6760,3145,2756,1950,2569,1807,2780,2642.375,2034,2338.1875,2983.5,2599.5,2791.5,1947.75,3162.5,2555.125,GOOD,A27FBJN2L7LR4S,29,,50,39,34,31,32,32,31,32
121,0,32,1,USA,White,8,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75,0.875,0.625,0.6875,0.875,0.5,1,1,1,2,0,2504,3433,2536,11697,9266,3672,3392,3639,4369,8585,502235,40720,3354,6267,8031,4872,10483,5793,66414,21043,24561,7091,8865,27520,6067,49057,3817,6784,17232,2427,11027,3933,3786,4587,2399,2321,2581,35265,28791,71691,2275,5370,5380,2529,17849,2399,6737,64944,2069,5466,41710,8016,2634,7768,7405,43001,21563,2068,3830,20392,6913,17790,2503,3474,66960.875,10360.625,38660.75,18558.25,15456,17007.125,9901.5625,18567.5625,14234.5625,Good,ADXYPPI1PXRIP,18,,48,30,20,37,16,16,16,16
122,0,30,1,white,White,7,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0.4375,0.5,0.375,0.8125,0.875,0.75,0.78125,0.8125,0.75,2,0,1154,672,964,870,987,1201,739,658,1270,944,812,2508,775,712,989,701,832,1279,986,919,704,711,661,779,696,2012,799,790,1447,1725,1423,796,742,1048,1354,1557,736,1227,720,1253,1029,772,849,6061,1597,854,2226,2914,1290,2073,757,959,2136,1807,1174,980,1104,817,962,1165,2075,2366,1184,1374,961.25,1033.25,997.25,943.5,1126.375,1034.9375,1245.9375,1701.6875,1473.8125,GOOD,A3V0C24YGQOZQT,16,,48,28,18,52,19,19,15,17
123,1,25,2,American,White,7,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0.9375,1,0.875,1,1,1,0.5625,0.5625,0.5625,2,0,2281,2290,1105,1210,920,21056,1178,829,1326,918,17896,2824,15579,1891,904,2241,1011,789,1271,7445,6316,1690,1161,1122,1803,2143,1141,798,2065,1411,1559,2111,4404,1631,1690,1865,2889,2026,2122,38041,678,2154,983,12233,11849,2809,48098,2457,974,3251,20042,1680,1715,11265,823,1856,5402,1458,2104,1388,1105,945,1524,26674,5148.625,4157.375,4653,2040.875,2188.625,2114.75,6650.125,6983.3125,6816.7188,good,A2GWNGMCHWF3ZN,22,,48,39,27,38,26,25,24,25
124,0,32,1,USA,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,1128,984,821,1227,894,985,987,949,974,1409,943,829,1185,1402,1049,943,1042,931,1023,1209,1345,1121,1227,1485,1128,1393,1714,956,1018,1212,936,793,1050,874,1381,1124,1325,1096,1043,957,1129,1674,2070,1544,891,1029,1020,1015,1074,1147,1346,114639,1066,1105,1394,1018,949,934,908,1232,894,1058,970,1079,997.625,1091,1044.3125,1179.125,1137.5,1158.3125,1156.875,8220.3125,4688.5938,GOOD IT IS,A2GKXO5M3SC2ZU,25,,50,35,30,36,24,24,24,24
125,0,32,1,usa,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,3370,1612,913,16283,1455,1498,2579,2774,2682,7987,1606,1307,1618,1556,2808,945,1196,1057,24187,24582,340281,1129,965,985,7007,1614,1394,2386,8989,1445,50750,1400,1697,1316,1128,1666,1044,872,2847,843,5494,2668,1206,2555,1311,2834,1759,10469,2983,981,973,2568,3041,1462,999,1253,3389,2706,1123,1378,3802,2342,907,9048,2128.875,4245.25,3187.0625,54346.125,4324.75,29335.4375,2106.4375,2810.0625,2458.25,good,A744MI18G6996,22,,54,29,32,38,22,23,19,24
126,0,32,2,USA,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0.9375,1,0.875,0.6875,0.375,1,0.90625,0.9375,0.875,2,0,820,1824,2078,1003,5043,1137,902,1341,1331,1213,2277,913,43024,1139,850,1645,1189,1732,1238,1060,2134,5324,6552,9876,1322,1275,944,1616,3952,855,1264,1180,954,1506,1426,3123,1481,9183,1358,2210,6120,1225,1039,1445,3749,2084,1093,982,1714,1375,1003,751,972,1154,866,928,1116,1012,932,2139,1368,1301,2170,4106,7040.625,1276.875,4158.75,2324.375,2864.75,2594.5625,1710.0625,2157.75,1933.9062,NOTHING,AXLXVLUAKX1WU,25,,48,35,30,36,28,28,28,28
127,0,25,2,USA,White,10,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0.6875,0.5,0.875,0.75,0.875,0.625,0.78125,0.75,0.8125,2,0,825,455,448,516,419,359,129,336,805,502,574,447,641,594,467,484,562,171,489,885,452,792,602,193,519,291,822,274,160,437,857,537,696,463,544,633,665,410,425,305,780,505,741,366,242,612,609,193,500,305,2219,417,1363,562,442,925,964,836,194,425,13307,396,339,643,538.5,461.625,500.0625,557.875,447.5,502.6875,1501.875,499.75,1000.8125,GOOD,A18RR12U2NX8VO,30,,48,34,33,32,31,32,32,29
128,1,24,1,american,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,940,235,4921,202,300,156,331,326,111,176,9859,338,10315,140,307,170,231,324,224,244,230,128,175,649,233,290,319,925,365,157,343,125,750,310,306,1428,140,307,297,1278,204,209,160,245,244,310,170,242,331,209,126,204,192,266,172,332,112,156,139,279,220,409,239,174,3385.5,217.875,1801.6875,265,355.25,310.125,237.625,397.375,317.5,good,A17F4JBMHXYRWV,13,,52,32,18,38,5,11,5,13
129,1,24,1,AMERICAN,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,274,198,183,217,261,156,187,957,311,214,185,232,334,121,331,171,289,120,125,197,2465,6233,113,133,206,313,255,224,393,258,223,195,345,304,312,307,165,139,225,303,257,2781,234,214,198,169,1112,419,175,177,280,190,257,187,158,357,297,316,232,211,10513,212,138,151,258.25,283.25,270.75,508.625,959.125,733.875,931.125,402.3125,666.7188,GOOD,A1DXVCPBH969L1,15,,43,29,17,46,11,8,9,10
