subID,AttenCheck,Age,Gender,Nation,Race,Ses,low_PFF1,high_PFF1,low_PFF2,high_PFF2,low_PFF3,high_PFF3,low_PFF4,high_PFF4,low_PFF5,high_PFF5,low_PFF6,high_PFF6,low_PFF7,high_PFF7,low_PFF8,high_PFF8,low_PFM1,high_PFM1,low_PFM2,high_PFM2,low_PFM3,high_PFM3,low_PFM4,high_PFM4,low_PFM5,high_PFM5,low_PFM6,high_PFM6,low_PFM7,high_PFM7,low_PFM8,high_PFM8,low_tree1,high_tree1,low_tree2,high_tree2,low_tree3,high_tree3,low_tree4,high_tree4,low_tree5,high_tree5,low_tree6,high_tree6,low_tree7,high_tree7,low_tree8,high_tree8,low_tree9,high_tree9,low_tree10,high_tree10,low_tree11,high_tree11,low_tree12,high_tree12,low_tree13,high_tree13,low_tree14,high_tree14,low_tree15,high_tree15,low_tree16,high_tree16,PFF,PFF_low,PFF_high,PFM,PFM_low,PFM_high,tree,tree_low,tree_high,Face race,selection,RT_low_female1,RT_high_female1,RT_low_female2,RT_high_female2,RT_low_female3,RT_high_female3,RT_low_female4,RT_high_female4,RT_low_female5,RT_high_female5,RT_low_female6,RT_high_female6,RT_low_female7,RT_high_female7,RT_low_female8,RT_high_female8,RT_low_male1,RT_high_male1,RT_low_male2,RT_high_male2,RT_low_male3,RT_high_male3,RT_low_male4,RT_high_male4,RT_low_male5,RT_high_male5,RT_low_male6,RT_high_male6,RT_low_male7,RT_high_male7,RT_low_male8,RT_high_male8,RT_low_tree1,RT_high_tree1,RT_low_tree2,RT_high_tree2,RT_low_tree3,RT_high_tree3,RT_low_tree4,RT_high_tree4,RT_low_tree5,RT_high_tree5,RT_low_tree6,RT_high_tree6,RT_low_tree7,RT_high_tree7,RT_low_tree8,RT_high_tree8,RT_low_tree9,RT_high_tree9,RT_low_tree10,RT_high_tree10,RT_low_tree11,RT_high_tree11,RT_low_tree12,RT_high_tree12,RT_low_tree13,RT_high_tree13,RT_low_tree14,RT_high_tree14,RT_low_tree15,RT_high_tree15,RT_low_tree16,RT_high_tree16,RT_PFF,RT_PFF_low,RT_PFF_high,RT_PFM,RT_PFM_low,RT_PFM_high,RT_tree,RT_tree_low,RT_tree_high,Comments,workerID,Aggression,IRI,SDO,PCAT1,PCAT2,Nationalism,IC-hi,IC-vi,IC-hc,IC-vc
41,0,29,2,American,White,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.1875,0,0.375,0.1875,0,0.375,2,0,2788,1939,4706,2387,4013,1861,2214,10342,2094,3890,6779,2176,4984,2432,3865,2244,2795,1754,14058,2669,8136,2019,1686,3440,12855,1945,4071,5819,2433,1886,3142,2373,2289,2759,2095,2565,2455,7333,4101,1855,2010,2871,6086,2009,1806,3233,1910,1953,1619,5958,3442,2389,1908,17376,2190,2305,1933,2043,2130,2149,2291,7321,2189,2351,3930.375,3408.875,3669.625,6147,2738.125,4442.5625,2528.375,4154.375,3341.375,Good work,AQHG86N9L94RG,24,,50,33,13,36,21,20,23,17
42,1,30,1,american,White,6,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0.75,0.625,0.875,0.875,0.875,0.875,0.6875,0.625,0.75,2,0,352,1603,323,1687,261,1293,930,352,574,1729,802,1675,3780,877,1343,6385,624,497,751,318,896,343,611,894,1507,1058,690,4076,447,942,1956,987,1994,7227,649,2223,429,1629,1082,2310,816,135,705,1833,1212,1692,2233,7864,1432,1129,295,1544,1610,886,696,121108,949,514,9559,150,1097,7758,634,1248,1045.625,1950.125,1497.875,935.25,1139.375,1037.3125,1587,9953.125,5770.0625,good,A10LQI7HJMCQX7,24,,44,33,32,36,28,24,24,22
43,1,30,1,usa,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,20628,2638,225,343,614,153,439,525,414,147,630,255,434,93,336,350,376,256,194,274,224,94,205,473,147,327,1748,699,461,480,468,147,388,288,133,194,339,268,263,292,130,107,333,328,152,130,311,299,471,154,155,612,217,325,278,213,184,212,193,271,322,163,330,183,2965,563,1764,477.875,343.75,410.8125,262.4375,252.4375,257.4375,good,AL6L4FYDWJMKK,19,,49,26,15,40,12,9,13,10
44,1,32,1,american,White,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,711,819,463,793,786,712,774,690,512,719,949,535,772,442,909,713,1788,737,603,470,978,761,540,772,785,647,636,1074,689,1649,583,602,722,730,897,627,151430,683,478,667,783,6154,791,978,710,689,953,724,2512,821,728,652,844,687,610,745,1086,638,713,639,785,798,554,843,734.5,677.875,706.1875,825.25,839,832.125,10287.25,1067.1875,5677.2188,good,ADE24F2LKZ61M,12,,45,23,12,44,7,10,9,4
45,1,24,1,american,White,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,1258,148,145,194,113,121,1315,163,131,211,242,182,157,193,130,280,4006,135,2920,158,131,106,113,240,172,330,88,163,164,105,154,200,128,115,307,201,322,194,137,356,601,124,130,93,259,310,111,156,209,196,234,456,116,201,128,168,108,129,179,129,178,233,1910,83,436.375,186.5,311.4375,968.5,179.625,574.0625,316.0625,196.5,256.2812,good,A2WEHRJJU8PNR3,15,,50,29,19,42,7,11,7,10
46,0,30,1,USA,White,8,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0.75,0.875,0.6875,0.625,0.75,0,0,0,2,0,2413,2418,3266,3121,1897,5424,4375,3362,2219,1648,1192,8615,3772,1570,3538,11103,2399,2185,1971,5089,1873,1938,2339,1866,1188,2532,4355,3740,5097,1262,12300,26906,1430,7308,1740,19470,965,7196,20441,1261,2621,2171,2521,1623,1775,1035,969,3101,9669,5932,915,1138,1279,2720,2655,1208,1922,1744,1584,1364,1729,1315,2434,962,2834,4657.625,3745.8125,3940.25,5689.75,4815,3415.5625,3721.75,3568.6562,IT WAS VERY INTERESTING.,AU08XKZMP8EC6,18,,46,32,22,38,23,22,23,27
47,0,27,1,American,White,8,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0.375,0.375,0.375,0.25,0.375,0.125,0.3125,0.3125,0.3125,2,0,844,2332,1457,1445,1139,2525,1338,1103,1086,2659,1619,2410,895,4605,2469,1465,1292,2163,1845,18962,1626,2053,1417,1277,1099,3915,1645,844,878,4147,1513,194812,1222,4904,3211,1833,7060,1484,1539,2309,1623,880,1226,820,1180,5104,3224,1860,1122,1484,2978,1266,3389,3249,8143,964,936,828,1090,1551,1189,2638,2195,1522,1355.875,2318,1836.9375,1414.375,28521.625,14968,2582.9375,2043.5,2313.2188,,A1P02CENRHO8MC,27,,54,38,28,36,19,22,22,20
48,1,29,2,American,Black or African American,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,1383,2670,1661,5782,1198,1514,1261,1620,2957,2219,1897,2434,1528,1162,3340,1355,1923,2722,2496,2095,1275,2202,1923,1973,1199,2254,2046,1780,1091,2097,1876,3355,1940,2708,1188,1266,1659,1510,1523,2217,2199,2033,2634,1217,2545,8489,1275,1146,1111,2802,1253,2831,1223,2412,1298,1247,2281,2209,1925,1432,2120,1320,1327,2263,1903.125,2344.5,2123.8125,1728.625,2309.75,2019.1875,1718.8125,2318.875,2018.8438,,A1E8ZYOQSGKTP8,16,,11,39,34,38,13,16,31,27
49,1,25,2,USA,White,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.03125,0.0625,0,2,0,1189,1482,1040,1340,1563,1431,939,1306,1709,1499,807,1062,850,814,1465,908,821,795,3854,1265,1175,774,989,1107,951,790,1124,1086,1132,1110,918,1418,2164,1139,761,993,929,1248,1285,1343,2042,1173,969,1164,1221,1354,785,5538,735,1391,1545,2203,1419,1124,951,926,1110,6758,2427,1114,1240,3699,1234,1355,1195.25,1230.25,1212.75,1370.5,1043.125,1206.8125,1301.0625,2032.625,1666.8438,GOOD,A1M46CFSD58LSG,20,,46,32,24,39,22,20,21,19
50,1,30,1,usa,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,741,280,196,169,209,290,210,188,316,190,168,311,291,205,381,372,659,369,5302,161,203,267,165,177,751,359,125,236,4679,223,130,295,158,342,142,132,790,200,291,268,320,112,421,198,331,246,617,205,283,156,291,204,377,304,272,295,1215,178,274,113,396,213,283,186,314,250.625,282.3125,1501.75,260.875,881.3125,403.8125,209.5,306.6562,good,A3E1WFZODTTAQY,19,,52,29,16,43,8,8,12,11
51,0,27,2,USA,White,8,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0.4375,0.25,0.625,0.5625,0.375,0.75,0.59375,0.5625,0.625,2,0,1042,4239,9028,2365,5713,2886,1210,4657,5628,5362,1760,18710,28042,1803,2181,1559,1567,3933,2820,3140,4623,6709,1986,31634,4659,24763,908,9982,1722,2916,5872,5401,1218,1677,1524,1137,3512,2001,1947,1690,4786,24522,1190,11400,2398,16531,9851,34010,3181,2476,1759,19133,14691,2067,5756,2736,2197,1927,2619,26754,4885,5665,3236,3882,6825.5,5197.625,6011.5625,3019.625,11059.75,7039.6875,4046.875,9850.5,6948.6875,none,AZMGBGXUPENEL,28,,48,35,33,36,26,26,25,27
52,1,24,2,American,White,9,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9375,0.875,1,0.9375,1,0.875,1,1,1,2,0,1421,1016,2240,465,1348,11399,740,785,508,452,2223,1533,533,2403,1759,1650,438,1778,1104,7476,1840,1098,3095,521,1765,1832,2238,1409,659,551,574,497,603,421,607,1789,1334,547,546,881,4808,608,506,3561,846,1143,531,1039,799,1621,642,722,2460,1862,499,1827,1235,1771,1275,2085,627,934,2258,792,1346.5,2462.875,1904.6875,1464.125,1895.25,1679.6875,1223.5,1350.1875,1286.8438,good,A223D2J4BO90SO,24,,47,37,34,32,26,28,25,26
53,1,30,1,USA,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,156,204,939,301,368,138,718,169,404,1267,228,818,193,707,5756,489,595,978,362,666,649,394,898,522,282,226,150,187,507,252,1029,2922,155,649,855,749,341,530,873,646,337,145,516,228,356,147,337,170,335,1159,329,672,677,211,723,402,418,163,333,279,458,955,332,532,1095.25,511.625,803.4375,559,768.375,663.6875,460.9375,477.3125,469.125,GOOD,A1MF84C6H9DGTL,18,,48,32,21,48,15,11,7,12
54,0,30,1,USA,White,6,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0.625,0.625,0.625,0.9375,0.875,1,0.5625,0.5,0.625,2,0,1305,1296,2233,5407,1064,1820,1512,1513,994,1274,1563,1819,3139,2210,1017,1441,1266,1200,1779,5561,1411,1364,2409,1868,1226,995,2482,1433,1384,2371,1488,1506,1119,1544,1490,1488,1841,1885,2363,2211,2270,1891,1715,2136,2090,1601,1585,3369,2273,1264,1506,1112,1441,1443,1337,1540,1553,2709,1296,1687,2081,1177,2179,984,1603.375,2097.5,1850.4375,1680.625,2037.25,1858.9375,1758.6875,1752.5625,1755.625,GOOD,A3GXIGLPYCUSW1,18,,55,29,19,38,30,28,26,29
55,1,24,2,American,White,10,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0.8125,0.875,0.75,0.9375,1,0.875,0.9375,0.9375,0.9375,2,0,428,4512,445,960,1628,652,505,2678,1336,428,1928,1785,625,613,937,6597,1466,351,710,693,474,498,420,359,2268,1570,483,1044,605,1299,823,389,2493,1809,6658,472,422,1141,1729,1279,220,504,1656,417,578,562,819,1038,397,5079,215,408,905,1903,623,869,2332,1065,3219,1377,3096,425,2060,572,979,2278.125,1628.5625,906.125,775.375,840.75,1713.875,1182.5,1448.1875,good,AEFP6CVWZ45IO,28,,50,34,30,37,29,28,25,29
56,1,25,2,american,White,7,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6875,0.875,0.5,0.75,0.875,0.625,1,1,1,2,0,5404,1212,2404,1193,1604,1121,4475,6277,1275,1609,1639,18758,2228,1979,5095,957,2329,2882,1154,2472,9644,10763,1381,4925,897,1252,1372,5050,1645,1662,975,1946,970,6802,1321,1493,1412,1915,1522,1218,3014,2256,1189,1103,1382,989,1915,1137,894,3202,2340,1694,967,1133,1278,1027,1309,1637,1143,1619,1113,6718,2128,10572,3015.5,4138.25,3576.875,2424.625,3869,3146.8125,1493.5625,2782.1875,2137.875,nice,A31NOPUHKHX97C,26,,46,36,22,36,23,29,23,24
57,1,28,1,AMARICA,White,6,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0.6875,0.75,0.625,0.3125,0.25,0.375,0.65625,0.5,0.8125,2,0,1129,634,1388,670,543,485,567,181,2003,171,133,393,4919,1256,811,280,1203,125,422,155,725,591,450,360,1047,777,770,1289,205,177,353,1127,489,151,501,648,804,459,539,580,413,163,263,619,1462,1072,707,201,635,278,559,832,342,641,445,734,395,872,1689,788,912,226,241,308,1436.625,508.75,972.6875,646.875,575.125,611,649.75,535.75,592.75,good,A9NG5E4S7XOXL,20,,57,40,27,33,24,17,25,25
58,1,30,1,USA,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,245,363,521,137,730,164,1163,140,211,1088,1024,786,6002,276,553,890,1058,1487,211,921,1216,1923,412,226,1066,2952,1087,284,308,178,1379,1011,471,525,809,295,696,107,1114,305,1842,6601,1681,647,976,1028,554,1210,306,394,257,498,233,643,385,131,569,210,699,644,920,257,1113,640,1306.125,480.5,893.3125,842.125,1122.75,982.4375,789.0625,883.4375,836.25,GOOD,A2TI9ZTXN1GNTV,20,,46,24,21,46,12,9,15,10
59,1,30,1,AMEICAN,White,8,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0.5,0.625,0.375,0.5625,0.625,0.5,0.5625,0.6875,0.4375,2,0,627,944,723,1689,2898,371,1119,976,3340,911,1003,961,6265,211,1497,412,226,649,1452,521,619,1098,1056,1162,419,1154,1121,44671,276,728,762,715,2903,1465,1171,1465,1282,1860,959,1038,3023,1706,472,1056,1505,936,649,554,4746,689,308,139,161,505,2283,1527,1779,1192,258,161244,2277,1599,1022,1955,2184,809.375,1496.6875,741.375,6337.25,3539.3125,1549.875,11183.125,6366.5,GOOD,A1DJIOJPEII7XT,21,,46,34,34,35,28,28,28,25
60,1,24,1,AMERICAN,White,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,299,1673,250,19528,397,242,197,298,326,1096,226,267,327,326,256,618,306,1338,234,344,231,335,138,185,105,239,296,219,321,487,307,272,172,264,272,330,7846,345,133,251,288,1138,280,294,507,257,346,374,276,298,354,152,272,358,147,326,235,347,352,349,148,314,138,245,284.75,3006,1645.375,242.25,427.375,334.8125,735.375,352.625,544,GOOD,AT7P2XVAYN904,17,,52,29,14,48,8,11,11,8
61,1,21,1,white,White,9,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0.3125,0.25,0.375,0.75,0.75,0.75,0.5625,0.5,0.625,2,0,920,21894,1263,1117,1403,740,1117,1908,1183,8412,978,5303,448,726,696,3602,2417,5025,549,1094,656,1148,3666,7542,933,1053,1571,62585,4215,826,953,1084,3108,935,688,867,1472,2315,896,933,566,870,829,843,1133,287,5733,1705,5171,3785,1186,1868,727,975,1272,3364,924,1040,3390,783,1141,1244,1059,1237,1001,5462.75,3231.875,1870,10044.625,5957.3125,1830.9375,1440.6875,1635.8125,GOOD,A1DXL97NBCBV8Z,25,,47,35,31,37,28,28,28,28
62,1,30,1,AMARICA,White,7,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0.75,0.75,0.75,0.5625,0.25,0.875,0.46875,0.5625,0.375,2,0,314,1141,1898,493,501,693,184,525,331,1138,1779,729,1227,3582,2143,972,769,583,604,665,4579,346,990,6173,171,490,1172,2556,1313,737,179,487,394,297,240,1066,1103,1318,1023,192,649,1017,454,731,459,198,1222,1347,199,591,1099,11239,212,179,632,1543,1258,990,338,212,5787,671,262,1010,1047.125,1159.125,1103.125,1222.125,1504.625,1363.375,958.1875,1412.5625,1185.375,GOOD,A2RIDNO7OJP9M3,18,,40,28,21,39,25,21,20,22
63,1,25,2,america,White,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96875,1,0.9375,2,0,2072,458,5891,585,732,952,6440,604,1726,285,454,8216,379,170,281,2353,375,502,6385,613,482,1840,5508,1205,6984,508,1475,2920,427,841,176,566,4179,1139,441,6111,4325,495,579,936,2498,441,925,546,2073,427,178,6904,99482,330,459,12593,707,1944,18384,552,504,1049,440,686,1426,443,554,2012,2246.875,1702.875,1974.875,2726.5,1124.375,1925.4375,8572.125,2288,5430.0625,good,A2182AUQII1AXG,26,,46,35,34,30,26,27,30,26
64,1,24,1,american,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,AllLaunch,318,105,288,136,225,121,295,258,256,286,173,133,175,208,227,302,309,351,255,310,349,182,118,327,217,146,320,348,145,119,309,159,331,433,344,282,247,297,151,252,333,307,260,268,294,317,303,289,1334,133,277,325,228,309,307,2911,369,160,3838,280,358,149,236,225,244.625,193.625,219.125,252.75,242.75,247.75,575.625,433.5625,504.5938,good,AND9FMT9NIRTB,15,,46,26,13,43,5,8,7,11
65,1,28,1,AMARICA,White,7,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0.5,0.5,0.5,0.5,0.25,0.75,0.5625,0.5625,0.5625,2,0,1366,912,2665,1292,552,1570,1088,3065,3454,2022,8673,1634,1275,1663,1023,3293,542,1282,1291,1835,1296,683,1916,594,1265,1293,1333,1160,983,1316,642,7491,1857,1146,837,1242,8352,283,8425,2932,763,977,2749,2277,406,1284,1480,1591,1076,18920,4756,1572,1337,204,5369,1351,409,2568,1535,197,1662,1311,895,14933,2512,1931.375,2221.6875,1158.5,1956.75,1557.625,2619.25,3299.25,2959.25,GOOD,A1W6VPW5ZYSCJB,22,,44,26,17,38,9,16,17,20
66,1,32,1,ameican,White,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96875,1,0.9375,2,0,683,781,706,340,129564,501,846,756,733,3755,724,795,712,361,633,696,1056,723,675,716,736,1014,1981,746,634,725,708,7011,712,1103,593,818,774,825,838,772,968,723,770,743,708,702,707,1004,735,1006,8566,785,714,603,745,848,723,697,884,744,704,654,827,652,612,1095,523,674,16825.125,998.125,8911.625,886.875,1607,1246.9375,1237.375,782.9375,1010.1562,good,ALF3LX20L75KM,10,,52,30,12,44,5,10,4,3
67,1,30,1,USA,White,7,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0.4375,0.5,0.375,0.4375,0.375,0.5,0.78125,0.6875,0.875,2,0,456,1233,1535,458,1324,484,737,1501,628,1350,494,1099,595,1159,1404,651,1196,1307,798,674,2011,815,662,1243,1230,514,1285,435,549,1358,1348,674,1447,1090,1114,974,926,927,620,1359,780,475,1240,845,712,363,867,1231,640,738,814,642,459,1296,762,771,978,618,1015,897,589,1061,781,1051,896.625,991.875,944.25,1134.875,877.5,1006.1875,859,896.125,877.5625,GOOD,A3K6XJ7V0EQBMT,12,,48,21,18,35,13,6,8,13
68,1,24,2,American,White,7,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0.875,1,0.75,0.75,0.75,0.75,0.625,0.625,0.625,2,0,532,917,1352,1060,607,697,1936,739,471,487,549,488,524,469,914,634,1880,429,849,565,562,652,626,943,457,654,447746,555,1361,1608,417,1012,514,864,1013,640,818,939,765,1077,1074,566,658,697,1009,501,1110,2224,1310,613,1984,602,451,2310,982,1614,2624,818,2502,811,1494,1259,1576,1655,860.625,686.375,773.5,56737.25,802.25,28769.75,1242.75,1074.375,1158.5625,good,A3IM44CX2DODWQ,28,,50,33,34,35,25,25,25,27
69,1,25,2,USA,White,10,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0.5625,0.5,0.625,0.625,0.5,0.75,0.625,0.375,0.875,2,0,3575,3449,2024,6376,16911,3008,2580,3784,2190,3328,2920,5763,2258,20057,2746,2336,2705,2106,2746,19685,4889,1954,2301,3835,6282,2141,3193,4015,2691,3877,3367,11723,2096,2743,1415,8576,2610,3778,2329,3464,2118,2323,2930,5871,5683,3566,4079,1399,2139,1870,3579,1651,3082,2543,2352,5116,25298,2690,6570,1854,2441,17137,8068,2353,4400.5,6012.625,5206.5625,3521.75,6167,4844.375,4799.3125,4183.375,4491.3438,Good,A1EUMT73IXVC6S,14,,32,35,25,36,30,27,30,30
70,1,24,2,USA,White,7,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0.875,0.75,1,0.8125,1,0.625,0.5625,0.5625,0.5625,2,0,1640,1836,1442,1195,1429,800,1951,1503,1608,10115,2680,41941,1517,1509,2514,2228,4203,1880,1716,949,3740,1420,1454,1713,1514,1400,1750,1024,1695,1643,1600,3363,1665,4873,15353,911,1446,12542,38720,1008,1784,1798,1102,1669,2922,6731,2277,15590,1631,1226,1253,2227,1693,1122,1503,1601,4955,2419,1799,1072,1162,1669,6240,1354,1847.625,7640.875,4744.25,2209,1674,1941.5,5344.0625,3613.25,4478.6562,This survey was good.,ASSY6NX1KRVBL,30,,54,37,37,37,29,28,30,30
